product_id,sku,product_name,category,subcategory,brand,price,cost,launch_date,color,size_options,material,is_active
fe1b122c-832c-4203-a829-3d699851b6aa,MSBE00150,Foodies Haircare 150,Beauty,Haircare,Foodies,50.97,36.62,04/08/2025,Beige,OneSize,Polyester,TRUE
bd1bada5-b889-4bc1-a76e-b9794f6b8f52,MSWO00151,Home Range Tops 151,Womens_Clothing,Tops,Home Range,18.62,13.23,22/07/2025,Multi,XS,Silk,TRUE
6dd5753e-5bd2-4f73-9adc-87569aa87bc3,MSBE00152,Per Una Skincare 152,Beauty,Skincare,Per Una,11.05,6.08,16/06/2025,Black,OneSize,Polyester,TRUE
0ef955d4-e0aa-4fca-91fb-135fc1332f73,MSHO00153,Foodies Decor 153,Home,Decor,Foodies,17.49,11.1,03/12/2024,Beige,XS,Wool,TRUE
e8fd076a-1be4-4685-9142-25ad98809420,MSFO00154,Home Range Bakery 154,Food,Bakery,Home Range,12.97,10.34,25/03/2025,Beige,OneSize,Silk,TRUE
cb853220-ff09-44fd-aaf6-cb8c46ee2557,MSWO00155,Autograph Leggings 155,Womens_Clothing,Leggings,Autograph,29.52,15.9,02/01/2025,Blue,OneSize,Blend,FALSE
3baf1047-3918-4f69-8c56-3887f792502e,MSME00156,Foodies Shirts 156,Mens_Clothing,Shirts,Foodies,12.45,8.35,22/08/2024,Red,OneSize,Blend,TRUE
f0e6af51-f296-413b-ab7f-fbb363ede5a1,MSBE00157,Essential Makeup 157,Beauty,Makeup,Essential,19.07,10.55,09/08/2024,Red,XS,Wool,TRUE
2a11921e-a956-4f2a-a86b-605e7e87c5ce,MSHO00158,Home Range Decor 158,Home,Decor,Home Range,35.89,27.47,20/08/2024,Black,S,Polyester,TRUE
c312e7ce-b442-42e2-b297-47b05036d66b,MSFO00159,Per Una Fresh 159,Food,Fresh,Per Una,62.46,49.07,07/05/2025,Blue,XS,Linen,TRUE
7591cd91-a2d1-491d-94e8-a7ade08714fb,MSFO00160,Beauty Line Fresh 160,Food,Fresh,Beauty Line,11.02,7.35,16/08/2024,White,S,Polyester,TRUE
f9309955-7e4e-4fff-8f61-8a189de1cf16,MSHO00161,Essential Furniture 161,Home,Furniture,Essential,29.33,14.94,19/01/2025,Beige,XS,Silk,FALSE
13d5e078-59a1-4211-b500-38fc7f87a25f,MSFO00162,Autograph Fresh 162,Food,Fresh,Autograph,1.8,1.18,16/03/2025,Black,M,Linen,TRUE
7dada7e8-87ae-40e2-9353-3c0255febc97,MSBE00163,Beauty Line Fragrance 163,Beauty,Fragrance,Beauty Line,7.59,4.37,24/03/2025,Multi,M,Polyester,FALSE
22f5936a-367c-4a1f-a985-3530152cee30,MSBE00164,Limited Edition Skincare 164,Beauty,Skincare,Limited Edition,2.18,1.6,16/03/2025,Black,XL,Wool,TRUE
8a1a1856-7d1f-4c90-a354-270946988af9,MSHO00165,Foodies Bedding 165,Home,Bedding,Foodies,16.88,9.2,23/09/2024,Green,XS,Linen,TRUE
4fa212be-6b5a-4461-b4a0-f9da35e20619,MSWO00166,Beauty Line Leggings 166,Womens_Clothing,Leggings,Beauty Line,55.49,42.82,18/08/2024,Multi,M,Polyester,TRUE
81443ff9-0086-49da-8a25-fb970cc94d3d,MSHO00167,Limited Edition Kitchen 167,Home,Kitchen,Limited Edition,2.57,2,07/04/2025,White,M,Blend,TRUE
d91449a1-4fee-4a85-97c1-43463aecf2c8,MSME00168,M&S Collection Shirts 168,Mens_Clothing,Shirts,M&S Collection,4.02,2.39,12/10/2024,Green,L,Cotton,TRUE
6bdf5d34-c69f-4bb1-87e2-89db4a1499b4,MSME00169,Essential Shirts 169,Mens_Clothing,Shirts,Essential,14.45,8.93,04/04/2025,Green,OneSize,Silk,TRUE
66f16535-f89a-457f-a133-9115692c7b12,MSME00170,Home Range Shorts 170,Mens_Clothing,Shorts,Home Range,15.89,9.27,16/07/2025,White,XL,Wool,TRUE
d158669f-79a3-460c-a81e-e7e9df877d72,MSHO00171,Essential Furniture 171,Home,Furniture,Essential,4.54,3.36,01/02/2025,Beige,M,Cotton,TRUE
86993acd-bf2f-4fe3-afc6-a35eb915f34d,MSWO00172,Limited Edition Tops 172,Womens_Clothing,Tops,Limited Edition,10.99,6.54,15/06/2025,Multi,OneSize,Blend,TRUE
c89c021b-af2b-4cfc-89c5-6f9a13158cfc,MSBE00173,Home Range Bath 173,Beauty,Bath,Home Range,37.12,27.94,21/02/2025,Red,L,Cotton,TRUE
62b0e781-b17d-457d-af89-6e56deeadede,MSWO00174,Home Range Coats 174,Womens_Clothing,Coats,Home Range,47.68,37.22,30/10/2024,Beige,OneSize,Blend,TRUE
c0dc5d26-6ed8-44a0-bf91-5f4d76b79316,MSBE00175,Autograph Fragrance 175,Beauty,Fragrance,Autograph,16.14,8.66,25/10/2024,Beige,S,Silk,TRUE
e346d9de-1489-409b-a53f-8553569d6247,MSFO00176,Limited Edition Ambient 176,Food,Ambient,Limited Edition,6.75,3.69,25/04/2025,Beige,XS,Blend,TRUE
fef7b8f3-d8fa-4abd-ab41-92ab68c5d3b4,MSHO00177,Autograph Furniture 177,Home,Furniture,Autograph,6.04,3.2,23/05/2025,Blue,XS,Cotton,TRUE
7b444151-8a5a-4b86-8ac8-5384f99bdaff,MSBE00178,Autograph Skincare 178,Beauty,Skincare,Autograph,12.16,7.5,24/04/2025,Blue,XL,Polyester,TRUE
c1ea504e-89b8-4635-b2f9-0aef2c452380,MSHO00179,Foodies Storage 179,Home,Storage,Foodies,8.3,5.25,03/05/2025,White,OneSize,Blend,TRUE
3637806e-1f74-48cc-b6bd-f43cc9589307,MSBE00180,Beauty Line Skincare 180,Beauty,Skincare,Beauty Line,7.34,4.38,25/03/2025,White,L,Wool,TRUE
cb806ba2-528a-48f8-b936-5aae77f3f784,MSHO00181,Beauty Line Kitchen 181,Home,Kitchen,Beauty Line,119.74,79.88,13/10/2024,Black,S,Wool,TRUE
9103a06b-3bfb-4319-b3ec-9afc3f2c8c8c,MSHO00182,Home Range Storage 182,Home,Storage,Home Range,14.63,9.7,12/07/2025,Red,L,Wool,TRUE
64446ed6-cb70-482e-a931-dc06bd2dac09,MSWO00183,Autograph Coats 183,Womens_Clothing,Coats,Autograph,12.74,7.48,21/07/2025,Beige,S,Blend,TRUE
8753ecf8-76d9-4ca8-bfe2-aaa4f8bb1466,MSWO00184,Home Range Dresses 184,Womens_Clothing,Dresses,Home Range,15.27,9.8,09/07/2025,Blue,S,Linen,TRUE
61940ed2-6246-474e-ae4b-9776d662ec94,MSFO00185,Limited Edition Fresh 185,Food,Fresh,Limited Edition,8.1,4.77,12/04/2025,Multi,S,Wool,TRUE
b83b848b-013f-46d2-81bd-daa44a0584fa,MSFO00186,Essential Frozen 186,Food,Frozen,Essential,67.72,49.35,24/12/2024,Multi,S,Polyester,TRUE
9f5b5548-f895-428d-9e6b-20401f7aa4cf,MSME00187,M&S Collection Shirts 187,Mens_Clothing,Shirts,M&S Collection,14.95,11.58,04/07/2025,Blue,XS,Wool,TRUE
31661316-a931-4828-a36c-01fd83146f9b,MSME00188,Home Range Shorts 188,Mens_Clothing,Shorts,Home Range,13.67,7.81,12/12/2024,Red,S,Wool,TRUE
67131c14-e921-4244-b1ff-82df4e7d3c7c,MSBE00189,Autograph Bath 189,Beauty,Bath,Autograph,7.9,5.31,05/04/2025,Beige,XS,Silk,TRUE
fffa911c-2e87-4c96-a270-de985e78330b,MSHO00190,Autograph Storage 190,Home,Storage,Autograph,18.85,11.52,10/07/2025,Black,XL,Polyester,FALSE
16de2e34-37b6-4eea-8781-3249763fc57a,MSWO00191,Essential Leggings 191,Womens_Clothing,Leggings,Essential,1.9,0.96,16/08/2024,Black,OneSize,Cotton,TRUE
f6d8748c-a12c-45a7-9947-cc27c379b8f6,MSBE00192,Foodies Haircare 192,Beauty,Haircare,Foodies,20.17,11.98,26/07/2025,Beige,XS,Silk,TRUE
c70b6762-97d3-44b0-a6d3-658cdd1a8161,MSBE00193,Autograph Skincare 193,Beauty,Skincare,Autograph,5.36,3.3,09/11/2024,Green,XL,Polyester,TRUE
34c9d9fd-754a-4092-89ff-0991f2cc6023,MSHO00194,Home Range Storage 194,Home,Storage,Home Range,13.05,6.89,12/05/2025,Black,XL,Linen,TRUE
6b05edc4-1117-4507-b529-f946f80cf981,MSFO00195,Foodies Deli 195,Food,Deli,Foodies,16.74,8.52,08/11/2024,Red,OneSize,Cotton,TRUE
fa36e406-9070-48e5-9077-96b532f31a30,MSFO00196,Foodies Fresh 196,Food,Fresh,Foodies,9.85,6.32,19/12/2024,Black,S,Silk,TRUE
78039307-f3a3-48b5-b5a1-4c86663e99d2,MSBE00197,Foodies Haircare 197,Beauty,Haircare,Foodies,11.37,6.95,20/07/2025,Beige,XS,Wool,TRUE
5acd018d-676d-4589-9fef-21b680f8da96,MSHO00198,Per Una Decor 198,Home,Decor,Per Una,4.07,1.96,24/09/2024,Beige,L,Cotton,TRUE
d996b68f-a192-4fa0-8ba6-cf27f285222b,MSWO00199,Foodies Dresses 199,Womens_Clothing,Dresses,Foodies,4.29,2.87,04/04/2025,Red,OneSize,Blend,TRUE
c23a93a8-8a3a-4093-a5d9-0a599477b11d,MSME00200,M&S Collection Shorts 200,Mens_Clothing,Shorts,M&S Collection,4.04,2.35,11/07/2025,White,XL,Linen,TRUE
09239ce1-0b0e-43eb-a697-0da0d64b808e,MSWO00201,Home Range Coats 201,Womens_Clothing,Coats,Home Range,12.65,6.92,22/04/2025,Multi,OneSize,Silk,TRUE
a1327dca-c5ba-409d-a062-99dcfb892074,MSWO00202,Essential Knitwear 202,Womens_Clothing,Knitwear,Essential,14.34,11.4,07/06/2025,Green,XS,Linen,TRUE
5d2c3050-479f-418f-b7fd-6832284a08ac,MSME00203,Limited Edition Outerwear 203,Mens_Clothing,Outerwear,Limited Edition,6.06,3.51,10/03/2025,Multi,XS,Wool,TRUE
74a00aaf-c14e-4b79-ab8b-2a41ae84922c,MSHO00204,Essential Bedding 204,Home,Bedding,Essential,24.33,15.47,08/08/2025,White,S,Silk,TRUE
542d2dba-c4f6-4aed-bf87-95a3f3bd8cff,MSFO00205,M&S Collection Deli 205,Food,Deli,M&S Collection,6.04,2.85,11/02/2025,White,OneSize,Blend,TRUE
73f4b6f7-ad12-4ca8-b6b7-d7200539c698,MSME00206,Essential Knitwear 206,Mens_Clothing,Knitwear,Essential,26.21,20.01,03/04/2025,Green,M,Cotton,TRUE
65a455ee-8a88-40eb-9573-ff16bd4fb3e9,MSME00207,Foodies Shorts 207,Mens_Clothing,Shorts,Foodies,5.01,3.57,09/05/2025,Red,S,Blend,TRUE
85e53fb5-7ea4-48dc-83c6-d2d103dd9a87,MSWO00208,Limited Edition Dresses 208,Womens_Clothing,Dresses,Limited Edition,48.01,25.68,05/12/2024,Black,L,Silk,TRUE
d703bb47-e58c-4f9b-b131-48b412429795,MSHO00209,Home Range Decor 209,Home,Decor,Home Range,1.33,0.77,26/02/2025,Multi,XL,Linen,TRUE
37fce5c6-62ee-4eab-8531-8249c3b825a6,MSWO00210,Per Una Tops 210,Womens_Clothing,Tops,Per Una,35.54,17.1,12/12/2024,Multi,XL,Cotton,TRUE
c913e372-3506-460d-8473-12c467542c53,MSHO00211,Foodies Furniture 211,Home,Furniture,Foodies,14.89,7.32,31/12/2024,Black,XL,Silk,TRUE
3a9d83ef-5103-4df6-9867-69296a0bc2fa,MSME00212,Autograph Shorts 212,Mens_Clothing,Shorts,Autograph,8.89,5.11,29/03/2025,Green,L,Cotton,TRUE
04c7f399-55d6-435e-bfdf-9a4a8e77f2a0,MSFO00213,Essential Bakery 213,Food,Bakery,Essential,1.82,1.14,27/11/2024,Red,S,Silk,FALSE
cce674bb-bf9f-4fbf-8d03-2d7be7b43c51,MSWO00214,Limited Edition Dresses 214,Womens_Clothing,Dresses,Limited Edition,49.73,32.09,01/04/2025,Green,S,Polyester,TRUE
db2bfe69-cb8b-4039-9e25-2cf6d4e64c5f,MSHO00215,Autograph Decor 215,Home,Decor,Autograph,20.09,9.94,17/11/2024,Red,L,Blend,TRUE
fdb9d7f2-ea53-4a20-98cc-ac94718ed8cd,MSME00216,Limited Edition Outerwear 216,Mens_Clothing,Outerwear,Limited Edition,42.78,27.8,19/06/2025,White,XL,Blend,TRUE
fe63e9cb-a3fe-4cf1-8fe3-d9951798c10c,MSWO00217,M&S Collection Coats 217,Womens_Clothing,Coats,M&S Collection,3.75,2.98,25/03/2025,Black,XS,Silk,FALSE
a089dd8d-b493-4b1a-9419-f14c882ec3e2,MSHO00218,Foodies Storage 218,Home,Storage,Foodies,6.99,4.34,24/07/2025,White,L,Blend,TRUE
18b42f02-16c2-4dcc-a637-0307fcfa4821,MSHO00219,Foodies Bedding 219,Home,Bedding,Foodies,3.92,2.02,22/06/2025,Red,M,Polyester,TRUE
2f1ea48a-f22a-4647-be11-0410b3d236cc,MSFO00220,Home Range Bakery 220,Food,Bakery,Home Range,24.97,11.28,04/12/2024,Red,L,Cotton,TRUE
d3034f30-afbb-4522-baff-a92dbfbfd4cb,MSFO00221,Autograph Bakery 221,Food,Bakery,Autograph,13.88,7.5,09/10/2024,Black,M,Blend,TRUE
2ce69d58-cc25-46df-baa2-ec75cfa45e56,MSHO00222,Autograph Kitchen 222,Home,Kitchen,Autograph,13.32,8.66,28/01/2025,White,OneSize,Cotton,TRUE
88a44133-453b-4dd0-a559-4d32a59bfd69,MSME00223,Home Range Knitwear 223,Mens_Clothing,Knitwear,Home Range,23.96,17.23,30/06/2025,Beige,OneSize,Polyester,TRUE
11970e90-4be5-46c4-aade-573f56c756a5,MSME00224,Limited Edition Knitwear 224,Mens_Clothing,Knitwear,Limited Edition,21.68,13.78,09/08/2024,Blue,XL,Polyester,TRUE
ecedb685-897f-4c19-b695-f77bead63de5,MSWO00225,Beauty Line Tops 225,Womens_Clothing,Tops,Beauty Line,5.85,3.88,24/06/2025,Black,XL,Linen,TRUE
39cb5824-c08c-495f-8590-b4011fc13c01,MSFO00226,Home Range Deli 226,Food,Deli,Home Range,12.33,9.57,07/07/2025,Multi,OneSize,Wool,TRUE
c756a5b5-b784-4f55-b356-3a7f0965dc4f,MSWO00227,Beauty Line Coats 227,Womens_Clothing,Coats,Beauty Line,5.54,3.53,16/01/2025,Beige,M,Wool,TRUE
23c0a470-6e63-40f9-934e-64c76ddadc97,MSHO00228,Autograph Storage 228,Home,Storage,Autograph,6.21,3.99,24/12/2024,Green,L,Silk,TRUE
d3a25136-8d3d-4726-9044-cb0f07444027,MSHO00229,Autograph Decor 229,Home,Decor,Autograph,1.78,1.42,21/08/2024,Beige,XS,Linen,TRUE
2db13d76-f20e-4b4c-b270-edc97e12bae5,MSBE00230,M&S Collection Haircare 230,Beauty,Haircare,M&S Collection,7.21,3.59,03/07/2025,Black,XL,Blend,TRUE
b8f44d01-f112-4b8f-a75c-c6b7e7c68108,MSFO00231,Per Una Bakery 231,Food,Bakery,Per Una,15.41,11.03,15/09/2024,Red,L,Cotton,TRUE
ed21fcad-87c2-4ecd-85d1-47bc359fa108,MSHO00232,Per Una Bedding 232,Home,Bedding,Per Una,2.48,1.92,22/06/2025,Red,S,Blend,TRUE
e26a96bc-c1f6-4d85-a59f-ad2930626529,MSBE00233,Per Una Bath 233,Beauty,Bath,Per Una,4.81,3.42,08/07/2025,Green,M,Wool,TRUE
455fe0c1-8b8c-4974-aa5a-c7356b8f2971,MSHO00234,M&S Collection Storage 234,Home,Storage,M&S Collection,7.71,5.97,24/06/2025,Multi,OneSize,Blend,TRUE
105a3e10-1229-47a9-8bf1-374f23b615e7,MSHO00235,Foodies Bedding 235,Home,Bedding,Foodies,3.98,2.59,24/06/2025,Green,M,Blend,TRUE
dd1024ba-b622-4452-9f1d-9a5f6b025109,MSFO00236,Home Range Fresh 236,Food,Fresh,Home Range,20.52,14.62,20/06/2025,Red,XL,Blend,TRUE
6dcb3faa-81de-4d5a-ae93-a0a3af17bf00,MSHO00237,Foodies Decor 237,Home,Decor,Foodies,19.06,9.67,09/03/2025,Blue,XL,Blend,FALSE
06f1f318-6c37-4cd0-b0d0-8ee45bed94aa,MSHO00238,Foodies Storage 238,Home,Storage,Foodies,7.27,4.88,09/10/2024,Beige,M,Polyester,TRUE
23e6d561-abe9-4d81-99cd-cd1a6a8a4ff6,MSFO00239,Foodies Frozen 239,Food,Frozen,Foodies,6.6,3.8,02/04/2025,White,M,Cotton,TRUE
4385ab38-292e-4a09-ae54-c791360152ea,MSME00240,Home Range Trousers 240,Mens_Clothing,Trousers,Home Range,56.73,34.5,20/11/2024,Multi,L,Polyester,TRUE
8e0acab3-5334-408a-bda2-3ab09dd7d121,MSME00241,Autograph Trousers 241,Mens_Clothing,Trousers,Autograph,25.6,14.9,03/02/2025,Green,XS,Linen,TRUE
a069e2a3-26f0-42df-8059-010237f7181e,MSFO00242,Home Range Frozen 242,Food,Frozen,Home Range,23.04,13.91,08/01/2025,Multi,XL,Polyester,TRUE
bcbe3920-3ed1-4170-823b-253e38cc0ba4,MSME00243,Per Una Trousers 243,Mens_Clothing,Trousers,Per Una,88.91,51.07,13/06/2025,Multi,OneSize,Linen,TRUE
41552317-0658-420e-9ad3-cefe47827c8d,MSME00244,M&S Collection Outerwear 244,Mens_Clothing,Outerwear,M&S Collection,15.06,7.39,20/12/2024,Black,M,Blend,TRUE
0b282018-3fe8-401f-afb2-8ce925cc7eb2,MSBE00245,Essential Bath 245,Beauty,Bath,Essential,24.38,13.81,03/02/2025,Multi,OneSize,Silk,TRUE
b9ab5e68-a199-4eb9-aaac-cd75b22dea34,MSME00246,Beauty Line Knitwear 246,Mens_Clothing,Knitwear,Beauty Line,5.54,4.03,12/01/2025,Multi,S,Wool,TRUE
bb5746a1-0050-4fa0-b90a-6d2abac84967,MSFO00247,Beauty Line Bakery 247,Food,Bakery,Beauty Line,8.5,5.3,27/03/2025,Multi,M,Silk,TRUE
489d5303-7df0-4c5f-8bee-46cbac2d1b30,MSBE00248,Limited Edition Makeup 248,Beauty,Makeup,Limited Edition,25.67,18.55,24/05/2025,Multi,XL,Polyester,TRUE
0baaa20c-dac0-4a8c-9848-31840f9058cf,MSWO00249,Home Range Coats 249,Womens_Clothing,Coats,Home Range,30.23,13.96,02/11/2024,White,XS,Blend,TRUE
526816e6-0e45-4704-82e5-82e78c1786b0,MSWO00250,Autograph Knitwear 250,Womens_Clothing,Knitwear,Autograph,11.63,8.31,04/12/2024,Multi,S,Wool,TRUE
672ffaad-f3e0-46c6-bfb5-0325e35b7600,MSFO00251,Foodies Fresh 251,Food,Fresh,Foodies,63.87,47.1,14/01/2025,Red,S,Silk,TRUE
43204165-4982-481d-bcf4-4e6734f9b624,MSWO00252,M&S Collection Coats 252,Womens_Clothing,Coats,M&S Collection,6.04,3.99,23/08/2024,Black,XL,Wool,TRUE
73d92723-c04e-4e54-9059-29b88b7f5098,MSWO00253,Limited Edition Knitwear 253,Womens_Clothing,Knitwear,Limited Edition,1.69,1.23,26/04/2025,Red,M,Cotton,TRUE
d39636ca-d5bd-4f93-b838-287b7474756a,MSHO00254,Per Una Kitchen 254,Home,Kitchen,Per Una,1.2,0.86,11/11/2024,Red,M,Silk,TRUE
3e5cb5a4-9934-4a16-a563-fc858442ab4c,MSME00255,Beauty Line Outerwear 255,Mens_Clothing,Outerwear,Beauty Line,8.61,5.68,27/05/2025,White,XS,Cotton,TRUE
66ee96d5-ad6e-4b85-9db8-dcd1d53c50aa,MSME00256,Foodies Trousers 256,Mens_Clothing,Trousers,Foodies,23.25,17.19,19/04/2025,Red,M,Polyester,TRUE
08521c71-f93a-4348-9b19-54e1ec82144b,MSWO00257,Foodies Tops 257,Womens_Clothing,Tops,Foodies,49.94,38.35,15/09/2024,Beige,XL,Silk,TRUE
92139bc7-d220-44ac-ab84-1f02132a0903,MSBE00258,M&S Collection Bath 258,Beauty,Bath,M&S Collection,8.45,4.65,06/08/2025,Beige,XL,Linen,TRUE
31f62c05-c263-43d4-ae55-17b562c4bc62,MSME00259,Foodies Knitwear 259,Mens_Clothing,Knitwear,Foodies,3.3,1.66,27/12/2024,Red,XL,Wool,TRUE
5e950902-4570-40f3-ab2e-f43c7d6130b4,MSBE00260,Autograph Makeup 260,Beauty,Makeup,Autograph,26.6,17.49,30/07/2025,White,M,Cotton,FALSE
2fcf01f0-56df-4bfe-b4af-3464d4c1f53a,MSFO00261,M&S Collection Deli 261,Food,Deli,M&S Collection,5.24,4.04,19/12/2024,Black,L,Cotton,TRUE
31703571-9f9f-4eff-92f2-436a2d30601e,MSHO00262,M&S Collection Decor 262,Home,Decor,M&S Collection,14.81,7.46,08/11/2024,Green,XS,Wool,TRUE
58c9401b-0a08-48bf-96ed-502bc787037b,MSWO00263,Home Range Leggings 263,Womens_Clothing,Leggings,Home Range,18.14,10.54,28/09/2024,Blue,XS,Wool,TRUE
beef35a2-6140-487d-b3bc-d61e4a468c6f,MSME00264,Beauty Line Outerwear 264,Mens_Clothing,Outerwear,Beauty Line,14.38,11.13,22/04/2025,Beige,S,Polyester,TRUE
00d0aeab-f769-4982-a593-caec41ce6f73,MSBE00265,Essential Skincare 265,Beauty,Skincare,Essential,13.33,6.53,20/07/2025,Blue,XS,Polyester,TRUE
4dcb25c6-8bbe-4584-89a5-45ec49298c72,MSHO00266,Foodies Decor 266,Home,Decor,Foodies,119.68,70.57,13/06/2025,Multi,XL,Silk,TRUE
db8481fe-ff8d-4e99-8618-9b75e7020359,MSME00267,Home Range Knitwear 267,Mens_Clothing,Knitwear,Home Range,19.52,11.07,17/06/2025,Multi,XS,Blend,TRUE
6072b863-bb8a-4eef-9c09-119f7dda56a1,MSWO00268,Foodies Knitwear 268,Womens_Clothing,Knitwear,Foodies,26.23,20.25,06/03/2025,Black,OneSize,Silk,TRUE
7b686c6e-92a3-46ca-90fa-5bd4ab0d5e2d,MSBE00269,Per Una Fragrance 269,Beauty,Fragrance,Per Una,1.51,0.93,21/07/2025,Black,OneSize,Silk,TRUE
980d3499-1d8f-4ed4-8b97-601d607fbea9,MSFO00270,Autograph Ambient 270,Food,Ambient,Autograph,3.15,1.92,03/02/2025,Beige,L,Cotton,TRUE
9fa3718a-cf2c-48d1-8380-f731cfede499,MSME00271,Essential Shorts 271,Mens_Clothing,Shorts,Essential,9.63,5.17,02/09/2024,Green,XS,Cotton,TRUE
2e1e6b80-48c8-4626-8a3f-29b4449ccdd3,MSHO00272,Beauty Line Decor 272,Home,Decor,Beauty Line,1.08,0.83,01/02/2025,White,OneSize,Silk,TRUE
4f00fb1a-6776-4582-9816-cee1ff40135c,MSBE00273,Beauty Line Fragrance 273,Beauty,Fragrance,Beauty Line,11.6,8.39,05/01/2025,Red,OneSize,Wool,TRUE
456a69c0-8f69-4b53-960c-acce1f362db0,MSBE00274,M&S Collection Fragrance 274,Beauty,Fragrance,M&S Collection,6.65,4.19,11/07/2025,Red,OneSize,Blend,TRUE
6bff7dea-142d-49c0-9b91-45081acf22c7,MSFO00275,M&S Collection Fresh 275,Food,Fresh,M&S Collection,6.76,5.32,01/02/2025,Blue,XL,Blend,TRUE
6074c366-4a95-47a1-9ddb-882e46fe6787,MSWO00276,Autograph Tops 276,Womens_Clothing,Tops,Autograph,33,21.03,03/08/2025,Blue,OneSize,Wool,TRUE
acd1b071-3a4b-4bd1-965b-015c7e189657,MSFO00277,Per Una Frozen 277,Food,Frozen,Per Una,14.27,8.93,22/04/2025,Beige,L,Wool,TRUE
8df8e0f5-11c6-4a6f-b38e-945636c471fd,MSWO00278,Per Una Leggings 278,Womens_Clothing,Leggings,Per Una,5.56,3.33,07/03/2025,White,M,Silk,TRUE
bc227de0-9bb8-4dec-9fb1-69e8905aee0e,MSHO00279,Autograph Kitchen 279,Home,Kitchen,Autograph,2.86,1.64,13/01/2025,Red,OneSize,Polyester,TRUE
bd8d799e-d309-4f06-8987-b1a5725a68d9,MSBE00280,Autograph Bath 280,Beauty,Bath,Autograph,123.09,58.22,25/10/2024,Green,M,Blend,TRUE
908eb6b1-dce7-4d48-87ad-35fce483b796,MSFO00281,Beauty Line Ambient 281,Food,Ambient,Beauty Line,4.5,3.15,18/02/2025,Blue,XS,Polyester,TRUE
f4d52145-52c3-416c-9848-417c006b4a90,MSBE00282,Beauty Line Makeup 282,Beauty,Makeup,Beauty Line,3.06,1.91,23/06/2025,Red,OneSize,Wool,TRUE
0347d8db-37f0-4a38-83cf-a4c76b52451a,MSWO00283,Essential Leggings 283,Womens_Clothing,Leggings,Essential,150.87,73.33,29/04/2025,Green,S,Blend,TRUE
52716aa5-d7ef-4d49-a82f-f39841a17261,MSME00284,Limited Edition Knitwear 284,Mens_Clothing,Knitwear,Limited Edition,3.43,2.32,03/11/2024,Red,S,Polyester,TRUE
58f4081d-eec7-45b6-a426-fe5c9d60e7bd,MSBE00285,Home Range Skincare 285,Beauty,Skincare,Home Range,6.05,4.8,23/05/2025,White,XL,Wool,TRUE
cd9e657f-9dbc-4595-ac7d-2f12f582dd98,MSFO00286,Autograph Fresh 286,Food,Fresh,Autograph,28.28,12.99,12/04/2025,Red,M,Silk,FALSE
25ecdbc2-76aa-479e-9723-882a9831eac8,MSBE00287,Foodies Bath 287,Beauty,Bath,Foodies,38.26,20.62,20/04/2025,Multi,L,Linen,TRUE
b95ab3f4-3a72-4a07-b6c2-fa2337e5813a,MSHO00288,Beauty Line Bedding 288,Home,Bedding,Beauty Line,7.6,5.16,29/04/2025,Black,OneSize,Linen,TRUE
ab6cace3-f568-4892-82ba-faaea202e5c2,MSFO00289,Per Una Deli 289,Food,Deli,Per Una,18.92,9.17,12/11/2024,Multi,S,Silk,TRUE
fc4413f3-ccb6-48e3-8f23-65e7b375ca67,MSWO00290,Per Una Dresses 290,Womens_Clothing,Dresses,Per Una,12.33,9.03,20/01/2025,Green,S,Polyester,TRUE
320ccaff-0a71-4a44-8ab0-2ec93cc67036,MSME00291,Essential Knitwear 291,Mens_Clothing,Knitwear,Essential,12.88,6.43,19/03/2025,Multi,XS,Wool,TRUE
939f85a7-53f5-4559-8883-06f8cc7ee4dc,MSFO00292,Per Una Ambient 292,Food,Ambient,Per Una,7.08,4.76,16/01/2025,Beige,M,Linen,TRUE
7109b059-bd41-4425-968d-6527f96759e3,MSFO00293,Per Una Fresh 293,Food,Fresh,Per Una,9.67,5.06,02/01/2025,Blue,OneSize,Linen,TRUE
16dee86c-7662-4c3d-858c-f31995a0bf22,MSFO00294,M&S Collection Ambient 294,Food,Ambient,M&S Collection,41.71,32.06,21/02/2025,Multi,XS,Cotton,TRUE
eabe7249-c923-43a1-8cba-154e5eaec4ca,MSFO00295,Limited Edition Ambient 295,Food,Ambient,Limited Edition,28.86,16.44,30/03/2025,Multi,XL,Silk,TRUE
2d6b7cbc-de4c-4bdb-8bfe-a079f94ca45c,MSWO00296,Essential Coats 296,Womens_Clothing,Coats,Essential,8.06,3.72,28/08/2024,Beige,M,Silk,TRUE
01f6fe8a-68ce-45f9-ae1b-3dbe0288de0f,MSBE00297,Beauty Line Fragrance 297,Beauty,Fragrance,Beauty Line,32.45,21.69,21/04/2025,Red,OneSize,Cotton,TRUE
e630d7ad-6c1a-4735-b6af-17a4c9f5c5d5,MSBE00298,Beauty Line Haircare 298,Beauty,Haircare,Beauty Line,1.87,1.03,16/07/2025,Blue,M,Linen,TRUE
a8798f20-46cd-47b4-abbb-6c6d2805d689,MSHO00299,Foodies Decor 299,Home,Decor,Foodies,56.08,40.54,28/10/2024,Blue,M,Linen,TRUE
4fb6c730-36a6-418e-902b-19ccb116b14a,MSHO00300,Beauty Line Kitchen 300,Home,Kitchen,Beauty Line,11.78,8.99,14/12/2024,Red,M,Silk,TRUE
